ID,NAME,NAME_EN,NAME_RU,NAME_AR,MEASUREMENT_SYSTEM,GROUND_SURFACE_UNIT,CURRENCY
58094b583e0f454c8743417553ea4e2b,ממשלה,Government,Правительство,حكومة,metric,dunams,ils
